player,player_url,season_src,season_tgt,league_src,league_tgt,team_src,team_tgt,age_src,age_tgt,position,minutes_src,minutes_tgt,goals_p90_src,goals_p90_tgt,goals_p90_delta,assists_p90_src,assists_p90_tgt,assists_p90_delta,xg_p90_src,xg_p90_tgt,xg_p90_delta,xag_p90_src,xag_p90_tgt,xag_p90_delta,prog_passes_p90_src,prog_passes_p90_tgt,prog_passes_p90_delta,prog_carries_p90_src,prog_carries_p90_tgt,prog_carries_p90_delta,touches_p90_src,touches_p90_tgt,touches_p90_delta
Andre-Frank Zambo Anguissa,https://fbref.com/en/players/6bb2c084/Andre-Frank-Zambo-Anguissa,2017-2018,2018-2019,Ligue 1,Premier League,Marseille,Fulham,21,22,MF,2439.0,1517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05904059040590406,0.04746209624258405,-0.011578494163320005,0.11808118081180811,0.011865524060646013,-0.1062156567511621,,,,2.177121771217712,2.017139090309822,-0.15998268090788992,80.66420664206642,75.9986816084377,-4.665525033628711
Yves Bissouma,https://fbref.com/en/players/6c203af0/Yves-Bissouma,2017-2018,2018-2019,Ligue 1,Premier League,Lille,Brighton,20,21,"MF,DF",1561.0,1774.0,0.11531069827033952,0.0,-0.11531069827033952,0.05765534913516976,0.0,-0.05765534913516976,0.1210762331838565,0.09131905298759864,-0.029757180196257865,0.04035874439461883,0.050732807215332576,0.010374062820713743,,,,3.6899423446508646,2.6888387824126267,-1.0011035622382378,73.27994875080077,51.899661781285225,-21.380286969515545
Aleksandar Dragović,https://fbref.com/en/players/6fd8a334/Aleksandar-Dragovic,2017-2018,2018-2019,Premier League,Bundesliga,Leicester City,Leverkusen,26,27,DF,769.0,1335.0,0.0,0.1348314606741573,0.1348314606741573,0.0,0.0,0.0,0.011703511053315995,0.05393258426966292,0.042229073216346925,0.0,0.006741573033707865,0.006741573033707865,,,,0.4681404421326398,0.6741573033707865,0.20601686123814672,53.368010403120934,83.52808988764045,30.160079484519514
Markus Suttner,https://fbref.com/en/players/7391c2d9/Markus-Suttner,2017-2018,2018-2019,Premier League,Bundesliga,Brighton,Düsseldorf,30,31,DF,1179.0,489.0,0.0,0.18404907975460122,0.18404907975460122,0.0,0.18404907975460122,0.18404907975460122,0.0076335877862595426,0.03680981595092025,0.029176228164660707,0.022900763358778626,0.12883435582822084,0.10593359246944221,,,,1.297709923664122,2.0245398773006134,0.7268299536364913,55.80152671755725,55.58282208588957,-0.21870463166768417
Emil Krafth,https://fbref.com/en/players/77cf6852/Emil-Krafth,2017-2018,2018-2019,Serie A,Ligue 1,Bologna,Amiens,22,23,DF,946.0,2974.0,0.0,0.03026227303295225,0.03026227303295225,0.0,0.03026227303295225,0.03026227303295225,0.02854122621564482,0.021183591123066576,-0.007357635092578245,0.009513742071881607,0.09683927370544722,0.08732553163356561,,,,1.7124735729386893,1.6039004707464695,-0.10857310219221983,59.46088794926004,54.26025554808339,-5.200632401176648
Leon Balogun,https://fbref.com/en/players/78e68b4d/Leon-Balogun,2017-2018,2018-2019,Bundesliga,Premier League,Mainz 05,Brighton,29,30,DF,1173.0,594.0,0.0,0.15151515151515152,0.15151515151515152,0.0,0.0,0.0,0.0076726342710997444,0.015151515151515154,0.007478880880415409,0.0,0.0,0.0,,,,0.3069053708439898,0.15151515151515152,-0.15539021932883826,50.10230179028133,45.45454545454546,-4.64775633573587
Fayçal Fajr,https://fbref.com/en/players/79135368/Faycal-Fajr,2017-2018,2018-2019,La Liga,Ligue 1,Getafe,Caen,28,29,"MF,FW",2385.0,3240.0,0.03773584905660377,0.1388888888888889,0.10115303983228513,0.1509433962264151,0.1111111111111111,-0.039832285115303984,0.05660377358490566,0.08888888888888889,0.03228511530398323,0.10943396226415095,0.15833333333333333,0.04889937106918238,,,,0.9056603773584906,1.0833333333333333,0.17767295597484267,48.75471698113208,67.44444444444444,18.689727463312366
Mateo Kovačić,https://fbref.com/en/players/79c0821a/Mateo-Kovacic,2017-2018,2018-2019,La Liga,Premier League,Real Madrid,Chelsea,23,24,MF,992.0,1735.0,0.0,0.0,0.0,0.0907258064516129,0.1037463976945245,0.013020591242911592,0.036290322580645164,0.11412103746397695,0.07783071488333179,0.036290322580645164,0.08818443804034581,0.05189411545970065,,,,2.4495967741935485,3.0605187319884726,0.6109219577949241,80.38306451612904,88.13256484149855,7.74950032536951
Alisson,https://fbref.com/en/players/7a2e46a8/Alisson,2017-2018,2018-2019,Serie A,Premier League,Roma,Liverpool,24,25,GK,3330.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.02631578947368421,0.02631578947368421,37.972972972972975,35.44736842105263,-2.5256045519203454
Ademola Lookman,https://fbref.com/en/players/7c104bb7/Ademola-Lookman,2017-2018,2018-2019,Bundesliga,Premier League,RB Leipzig,Everton,19,20,"MF,FW",574.0,618.0,0.7839721254355401,0.0,-0.7839721254355401,0.470383275261324,0.29126213592233013,-0.17912113933899387,0.48606271777003485,0.20388349514563106,-0.28217922262440376,0.39198606271777003,0.20388349514563106,-0.18810256757213897,,,,4.547038327526132,4.951456310679612,0.40441798315348,46.724738675958186,54.174757281553404,7.4500186055952184
Roque Mesa,https://fbref.com/en/players/7c4243d4/Roque-Mesa,2017-2018,2018-2019,Premier League,La Liga,Swansea City,Sevilla,28,29,MF,754.0,1746.0,0.0,0.10309278350515465,0.10309278350515465,0.0,0.10309278350515465,0.10309278350515465,0.02387267904509284,0.061855670103092786,0.037982991057999946,0.02387267904509284,0.08762886597938145,0.06375618693428861,,,,1.4323607427055702,2.3195876288659796,0.8872268861604093,65.76923076923076,59.07216494845361,-6.697065820777148
Nicola Sansone,https://fbref.com/en/players/7eb97a8e/Nicola-Sansone,2017-2018,2018-2019,La Liga,Serie A,Villarreal,Bologna,25,26,"FW,MF",635.0,1139.0,0.7086614173228347,0.15803336259877085,-0.5506280547240638,0.14173228346456693,0.3160667251975417,0.17433444173297477,0.4110236220472441,0.13432835820895522,-0.27669526383828885,0.18425196850393702,0.18173836698858647,-0.002513601515350544,,,,3.1181102362204727,3.160667251975417,0.042557015754944416,43.22834645669291,43.30114135206321,0.0727948953703006
Fabinho,https://fbref.com/en/players/7f3b388c/Fabinho,2017-2018,2018-2019,Ligue 1,Premier League,Monaco,Liverpool,23,24,MF,3060.0,2017.0,0.20588235294117646,0.04462072384729797,-0.16126162909387848,0.08823529411764706,0.08924144769459594,0.0010061535769488733,0.17058823529411765,0.04462072384729797,-0.12596751144681967,0.12352941176470589,0.08031730292513634,-0.04321210883956955,,,,1.8823529411764706,1.249380267724343,-0.6329726734521275,68.88235294117646,82.41447694595935,13.532124004782887
Assane Dioussé,https://fbref.com/en/players/7f622eef/Assane-Diousse,2017-2018,2018-2019,Ligue 1,Serie A,Saint-Étienne,Chievo,19,20,MF,1344.0,892.0,0.06696428571428571,0.0,-0.06696428571428571,0.0,0.0,0.0,0.053571428571428575,0.020179372197309416,-0.033392056374119156,0.040178571428571425,0.020179372197309416,-0.01999919923126201,,,,0.9375,0.6053811659192825,-0.3321188340807175,68.10267857142857,60.23542600896861,-7.86725256245996
Andriy Yarmolenko,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,2017-2018,2018-2019,Bundesliga,Premier League,Dortmund,West Ham,27,28,"FW,MF",1039.0,459.0,0.2598652550529355,0.3921568627450981,0.13229160769216258,0.2598652550529355,0.0,-0.2598652550529355,0.4157844080846968,0.21568627450980396,-0.20009813357489284,0.2771896053897979,0.15686274509803924,-0.12032686029175868,,,,3.4648700673724737,3.5294117647058827,0.06454169733340898,50.067372473532245,51.372549019607845,1.3051765460756002
Orestis Karnezis,https://fbref.com/en/players/85b011bb/Orestis-Karnezis,2017-2018,2018-2019,Premier League,Serie A,Watford,Napoli,32,33,GK,1292.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,30.1625386996904,29.0,-1.1625386996904012
Javier Pastore,https://fbref.com/en/players/881ef58c/Javier-Pastore,2017-2018,2018-2019,Ligue 1,Serie A,Paris S-G,Roma,28,29,"MF,FW",1347.0,597.0,0.26726057906458794,0.4522613065326633,0.18500072746807533,0.33407572383073497,0.0,-0.33407572383073497,0.13363028953229397,0.40703517587939697,0.273404886347103,0.25389755011135856,0.135678391959799,-0.11821915815155956,,,,4.342984409799555,5.276381909547738,0.9333974997481835,79.30957683741649,69.19597989949749,-10.113596937918999
Marvin Zeegelaar,https://fbref.com/en/players/8abd0c03/Marvin-Zeegelaar,2017-2018,2018-2019,Premier League,Serie A,Watford,Udinese,26,27,DF,994.0,956.0,0.0,0.0,0.0,0.09054325955734406,0.0,-0.09054325955734406,0.0,0.009414225941422594,0.009414225941422594,0.09054325955734406,0.01882845188284519,-0.07171480767449886,,,,2.716297786720322,1.4121338912133892,-1.304163895506933,61.841046277665995,48.01255230125523,-13.828493976410762
Yann Karamoh,https://fbref.com/en/players/8b66d9cc/Yann-Karamoh,2017-2018,2018-2019,Serie A,Ligue 1,Inter,Bordeaux,19,20,"FW,MF",489.0,1224.0,0.18404907975460122,0.22058823529411764,0.03653915553951642,0.0,0.07352941176470588,0.07352941176470588,0.4049079754601227,0.3161764705882353,-0.08873150487188741,0.018404907975460124,0.1691176470588235,0.15071273908336338,,,,4.785276073619632,4.338235294117647,-0.44704077950198506,60.0,52.64705882352941,-7.352941176470587
Claudio Beauvue,https://fbref.com/en/players/8ca253a3/Claudio-Beauvue,2017-2018,2018-2019,La Liga,Ligue 1,Leganés,Caen,29,30,FW,1672.0,1499.0,0.10765550239234449,0.1801200800533689,0.07246457766102442,0.0,0.0,0.0,0.22607655502392343,0.28218812541694466,0.056111570393021226,0.06997607655502391,0.0780520346897932,0.008075958134769287,,,,0.9688995215311004,1.3208805870580387,0.3519810655269383,26.214114832535884,36.204136090727154,9.99002125819127
Manolo Gabbiadini,https://fbref.com/en/players/8f866fe8/Manolo-Gabbiadini,2017-2018,2018-2019,Premier League,Serie A,Southampton,Sampdoria,25,26,FW,1081.0,812.0,0.4162812210915819,0.4433497536945813,0.027068532602999407,0.0,0.22167487684729065,0.22167487684729065,0.20814061054579094,0.22167487684729065,0.013534266301499703,0.041628122109158186,0.1330049261083744,0.0913768039992162,,,,0.9990749306197965,1.8842364532019704,0.885161522582174,24.643848288621648,43.891625615763544,19.247777327141897
Guido Carrillo,https://fbref.com/en/players/8f898ba8/Guido-Carrillo,2017-2018,2018-2019,Premier League,La Liga,Southampton,Leganés,26,27,FW,450.0,1992.0,0.0,0.2710843373493976,0.2710843373493976,0.2,0.045180722891566265,-0.15481927710843374,0.13999999999999999,0.411144578313253,0.271144578313253,0.08,0.06325301204819277,-0.016746987951807235,,,,0.6,0.2710843373493976,-0.3289156626506024,33.8,38.765060240963855,4.965060240963858
José Fonte,https://fbref.com/en/players/90f87966/Jose-Fonte,2017-2018,2018-2019,Premier League,Ligue 1,West Ham,Lille,33,34,DF,688.0,3110.0,0.0,0.08681672025723472,0.08681672025723472,0.13081395348837208,0.028938906752411574,-0.1018750467359605,0.07848837209302324,0.13311897106109324,0.05463059896807,0.03924418604651162,0.011575562700964631,-0.02766862334554699,,,,1.3081395348837208,1.1286173633440515,-0.17952217153966932,58.212209302325576,73.85209003215434,15.63988072982876
Sehrou Guirassy,https://fbref.com/en/players/923f4dda/Sehrou-Guirassy,2017-2018,2018-2019,Bundesliga,Ligue 1,Köln,Amiens,21,22,FW,851.0,1111.0,0.42303172737955347,0.243024302430243,-0.18000742494931046,0.0,0.081008100810081,0.081008100810081,0.6768507638072856,0.3321332133213321,-0.3447175504859535,0.07403055229142184,0.1134113411341134,0.039380788842691555,,,,1.4806110458284372,1.296129612961296,-0.18448143286714114,41.24559341950646,40.34203420342034,-0.9035592160861228
Ibrahim Amadou,https://fbref.com/en/players/9260926b/Ibrahim-Amadou,2017-2018,2018-2019,Ligue 1,La Liga,Lille,Sevilla,24,25,"MF,DF",2405.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03367983367983368,0.047244094488188976,0.013564260808355294,0.01496881496881497,0.011811023622047244,-0.0031577913467677257,,,,0.6735966735966736,0.3543307086614173,-0.31926596493525633,67.47193347193347,53.26771653543307,-14.204216936500401
Koffi Djidji,https://fbref.com/en/players/933d3b51/Koffi-Djidji,2017-2018,2018-2019,Ligue 1,Serie A,Nantes,Torino,24,25,DF,2416.0,1387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011175496688741722,0.006488824801730354,-0.004686671887011368,0.011175496688741722,0.0,-0.011175496688741722,,,,0.6705298013245033,0.5191059841384282,-0.15142381718607512,47.86837748344371,51.06705118961788,3.1986737061741692
Simone Zaza,https://fbref.com/en/players/9592289a/Simone-Zaza,2017-2018,2018-2019,La Liga,Serie A,Valencia,Torino,26,27,FW,2077.0,1437.0,0.5633124699085219,0.25052192066805845,-0.31279054924046346,0.04333172845450168,0.18789144050104384,0.14455971204654217,0.4679826673086182,0.4133611691022964,-0.054621498206321784,0.09099662975445354,0.06263048016701461,-0.028366149587438924,,,,1.0399614829080404,1.0647181628392484,0.024756679931208003,32.542128069330765,29.62421711899791,-2.9179109503328533
Allan Nyom,https://fbref.com/en/players/97572117/Allan-Nyom,2017-2018,2018-2019,Premier League,La Liga,West Brom,Leganés,29,30,DF,2310.0,1708.0,0.0,0.05269320843091335,0.05269320843091335,0.03896103896103896,0.05269320843091335,0.013732169469874392,0.003896103896103896,0.015807962529274005,0.01191185863317011,0.04285714285714286,0.11592505854800937,0.07306791569086651,,,,1.4025974025974026,1.1592505854800936,-0.243346817117309,53.22077922077922,41.57494145199063,-11.645837768788589
Stephan Lichtsteiner,https://fbref.com/en/players/99b1d0e6/Stephan-Lichtsteiner,2017-2018,2018-2019,Serie A,Premier League,Juventus,Arsenal,33,34,DF,1704.0,938.0,0.0,0.0,0.0,0.1056338028169014,0.0,-0.1056338028169014,0.04753521126760563,0.0,-0.04753521126760563,0.03697183098591549,0.009594882729211088,-0.027376948256704406,,,,3.2746478873239435,2.302771855010661,-0.9718760323132827,72.83450704225352,65.91684434968018,-6.917662692573344
Pablo de Blasis,https://fbref.com/en/players/9ab48bde/Pablo-de-Blasis,2017-2018,2018-2019,Bundesliga,La Liga,Mainz 05,Eibar,29,30,"FW,MF",1652.0,1520.0,0.27239709443099275,0.11842105263157894,-0.15397604179941382,0.10895883777239711,0.0,-0.10895883777239711,0.20157384987893465,0.053289473684210525,-0.14828437619472412,0.11440677966101696,0.14210526315789473,0.02769848349687777,,,,1.3075060532687652,2.131578947368421,0.8240728940996556,52.13680387409201,56.60526315789473,4.468459283802723
Jefferson Lerma,https://fbref.com/en/players/9b5ce51a/Jefferson-Lerma,2017-2018,2018-2019,La Liga,Premier League,Levante,Bournemouth,22,23,MF,2135.0,2506.0,0.0,0.07182761372705507,0.07182761372705507,0.04215456674473068,0.0,-0.04215456674473068,0.05058548009367681,0.04668794892258579,-0.003897531171091019,0.06323185011709602,0.03950518754988029,-0.02372666256721573,,,,0.8009367681498829,0.6105347166799681,-0.19040205146991485,55.896955503512885,68.23623304070232,12.339277537189432
Roberto Soriano,https://fbref.com/en/players/9d4c45d6/Roberto-Soriano,2017-2018,2018-2019,La Liga,Serie A,Villarreal,Bologna,26,27,"MF,FW",1139.0,1489.0,0.0,0.12088650100738751,0.12088650100738751,0.0,0.12088650100738751,0.12088650100738751,0.1264266900790167,0.20550705171255876,0.07908036163354207,0.0553116769095698,0.11484217595701812,0.059530499047448324,,,,2.7655838454784902,2.659503022162525,-0.10608082331596513,49.701492537313435,46.96440564137005,-2.737086895943385
Felipe Anderson,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,2017-2018,2018-2019,Serie A,Premier League,Lazio,West Ham,24,25,"FW,MF",1162.0,3043.0,0.3098106712564544,0.26618468616496876,-0.04362598509148563,0.46471600688468157,0.11830430496220835,-0.3464117019224732,0.21686746987951805,0.1626684193230365,-0.054199050556481554,0.33304647160068845,0.18041406506736773,-0.15263240653332072,,,,7.590361445783133,5.94479132435097,-1.6455701214321632,72.03098106712564,68.5869208018403,-3.4440602652853443
Lucas Pérez,https://fbref.com/en/players/a300ac7e/Lucas-Perez,2017-2018,2018-2019,La Liga,Premier League,La Coruña,West Ham,28,29,FW,2797.0,475.0,0.2574186628530568,0.5684210526315789,0.3110023897785221,0.19306399713979264,0.0,-0.19306399713979264,0.31533786199499464,0.2463157894736842,-0.06902207252131043,0.35073292813728996,0.15157894736842106,-0.1991539807688689,,,,1.801930639971398,0.37894736842105264,-1.4229832715503452,39.86771540936718,35.62105263157895,-4.246662777788231
Emre Can,https://fbref.com/en/players/a65ce836/Emre-Can,2017-2018,2018-2019,Premier League,Serie A,Liverpool,Juventus,23,24,MF,2091.0,1811.0,0.1291248206599713,0.1987852015461071,0.0696603808861358,0.1721664275466284,0.049696300386526775,-0.12247012716010161,0.07747489239598278,0.13418001104362232,0.05670511864763954,0.1291248206599713,0.11927112092766426,-0.009853699732307042,,,,3.6154949784791963,2.3854224185532855,-1.2300725599259108,78.37876614060258,63.81004969630038,-14.568716444302197
Issa Diop,https://fbref.com/en/players/a712ca2b/Issa-Diop,2017-2018,2018-2019,Ligue 1,Premier League,Toulouse,West Ham,20,21,DF,3060.0,2970.0,0.08823529411764706,0.030303030303030304,-0.05793226381461676,0.0,0.0,0.0,0.058823529411764705,0.03636363636363636,-0.022459893048128343,0.01764705882352941,0.006060606060606061,-0.01158645276292335,,,,0.4117647058823529,0.2727272727272727,-0.13903743315508021,46.1764705882353,46.666666666666664,0.49019607843136725
Paco Alcácer,https://fbref.com/en/players/a7a9d95a/Paco-Alcacer,2017-2018,2018-2019,La Liga,Bundesliga,Barcelona,Dortmund,23,24,"MF,FW",695.0,1211.0,0.5179856115107914,1.3377374071015689,0.8197517955907775,0.3884892086330935,0.0,-0.3884892086330935,0.5050359712230216,0.7060280759702725,0.20099210474725093,0.2719424460431655,0.11890999174236169,-0.15303245430080378,,,,0.776978417266187,0.8918249380677126,0.11484652080152558,38.460431654676256,29.430222956234516,-9.03020869844174
Isaac Mbenza,https://fbref.com/en/players/aa1a8c7e/Isaac-Mbenza,2017-2018,2018-2019,Ligue 1,Premier League,Montpellier,Huddersfield,21,22,"FW,MF",2096.0,986.0,0.3435114503816794,0.09127789046653144,-0.25223355991514795,0.0,0.09127789046653144,0.09127789046653144,0.3005725190839695,0.09127789046653144,-0.20929462861743803,0.06870229007633588,0.0821501014198783,0.01344781134354242,,,,3.1774809160305346,2.281947261663286,-0.8955336543672487,36.24045801526718,33.13387423935091,-3.1065837759162704
Vicente Guaita,https://fbref.com/en/players/ab13a5aa/Vicente-Guaita,2017-2018,2018-2019,La Liga,Premier League,Getafe,Crystal Palace,30,31,GK,2970.0,1754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006060606060606061,0.0,-0.006060606060606061,,,,0.0,0.0,0.0,32.18181818181818,32.37742303306728,0.19560485124910088
Nordi Mukiele,https://fbref.com/en/players/ac73ec79/Nordi-Mukiele,2017-2018,2018-2019,Ligue 1,Bundesliga,Montpellier,RB Leipzig,19,20,DF,2791.0,1225.0,0.0,0.07346938775510205,0.07346938775510205,0.032246506628448586,0.07346938775510205,0.04122288112665346,0.038695807954138295,0.02938775510204082,-0.009308052852097477,0.08706556789681118,0.11755102040816327,0.030485452511352096,,,,2.644213543532784,2.938775510204082,0.29456196667129797,69.2332497312791,65.68163265306123,-3.5516170782178733
